,url,title
82,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526442&idx=3&sn=2ac4fb444c457d6531a8875f32b7b85e&chksm=c2ea7be7f59df2f1eaf607f482b8281fd76eadee3d9cbf034f596aa27cf62ff9ef11884da75d#rd,宁夏：将着力打造“中国氨氢谷”！
83,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526413&idx=1&sn=747188237f87b1e910f6e7475e858eff&chksm=c2ea7bc0f59df2d686330a7565b6207b69afebb0019022ec5fc2c7c18b8d26f2af8c451c9a84#rd,3.4亿经费！19类项目！科技部放“大招”支持氢能技术！
84,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526375&idx=1&sn=c343548b3ce106823a73801069a201a5&chksm=c2ea742af59dfd3c3455674b30c1ee7d578528f3e5914c0e409a91c2362140c4128d700735d4#rd,15座加氢站“建成未营业”！浙江出台加氢站建设运营实施意见
85,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526354&idx=2&sn=dc39abf64aa744d8d1131eb1878b2921&chksm=c2ea741ff59dfd093bd89bb80b5ae7e12b0e0c0e8224b8afdf838105a5658c6fcd49329de0ed#rd,每年生产1000万吨清洁氢！美国发布首份国家清洁氢战略和建设路线图
86,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526059&idx=3&sn=1f0da843129b7c119eb599d86c533bf9&chksm=c2ea7566f59dfc70bf99f190ee5b931e5f6ba0c40b4a8cb7319bc3c39f24a4639105bc4375ec#rd,分钱了！北京经开区2022年氢能产业相关奖励申报开始！
87,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525991&idx=2&sn=aaa5a6bfdc2dd741dddce61281eca0cd&chksm=c2ea75aaf59dfcbca075a41d588d7cfb941710edb971d06bacc28aab1ebf8d8cd8ff2bd0af98#rd,氢能补贴名单发布！看看97辆里面有没有你的车？
88,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525991&idx=3&sn=5ff393f73942417fd5e1c06611f86939&chksm=c2ea75aaf59dfcbc026c51af9ddca4882257823ffcc091ce9084f52e578817131baace22b9fb#rd,四型氢气瓶国家标准发布实施！
89,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525869&idx=2&sn=9c49cae626f3a0057c78b56c7955ff21&chksm=c2ea7620f59dff36a522ed3cb1b747bae16e87ec2c14f75827dc9952bf9a27f17b2c403022ff#rd,最高补贴2000万！北京大兴氢能项目征集开始！
90,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525804&idx=1&sn=f5a8118bda26c1b6a59d10a57e7ae1ce&chksm=c2ea7661f59dff77c3265959f32b0db3877b0dbb250e83be39c7b6cb70d9f8278f3581210eee#rd,支持在非化工园区制氢！唐山加氢站建设管理征求意见
91,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525731&idx=2&sn=9f7e39e457adf26623113cdc3509be0a&chksm=c2ea76aef59dffb8413adb178a20a17298565e287e9383ae734e6e26f9880201bdc5bb7a954c#rd,福建：支持开展纯氢/掺氢管网建设
92,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525665&idx=2&sn=0cacf4522ecf0ec241bced3d8e9822e0&chksm=c2ea76ecf59dfffad410025ca67d2f62be76ee7b0b4a0e6d5c05e3e37583cbed27b0959a032e#rd,串联陕西、山东，河南力主形成黄河中下游氢能产业发展格局
93,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525567&idx=2&sn=3e71408badfb3a8089d70c0bce3bdefc&chksm=c2ea7772f59dfe64b24868c5d5ca05b32c240424a9f4ec9945c4f73b816b7a9f2a497fe5f2dd#rd,10万吨河北到北京输氢管道列入规划！
94,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525498&idx=2&sn=17567fb6b62a75afbd1218076be4decd&chksm=c2ea77b7f59dfea19e24015035641bb740576bf99c60fe9396ee50b7ac189781b7f147db61cc#rd,新疆启动氢能领域“揭榜挂帅”项目申报！
95,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525454&idx=1&sn=246aba68c7a1e8c6e2d9e03c232cef1d&chksm=c2ea7783f59dfe95e78feaced4032837c33656164f16bb41fe719188d712945ad365a7641f1a#rd,产值规模500亿！江苏无锡未来三年重点布局氢能储能！
96,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525410&idx=2&sn=0c6891902335c5d44129c1ea08bb343d&chksm=c2ea77eff59dfef925f29e8c82796b4ea031399e26eeb8f8e4eb9d3f3d1b5e07ccdf50b51eaa#rd,内蒙赤峰要打造百亿级风光制氢合成氨产业集群！
97,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247525169&idx=3&sn=56311fd56e44621bf67e17f24d15d3b6&chksm=c2ea70fcf59df9ea293fe4d8634bc105b0a6940de2c9e839da751a3c085119df4bb3d8e9537a#rd,福田、金龙、一汽等8家公司入选！北京发布“示范应用联合体”牵头企业名单！
98,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524972&idx=2&sn=f1376a6c672e5f9f7457885819d875b9&chksm=c2ea71a1f59df8b7bd774fc54ab8488dd55ddc55106e25ab097c14872e63e54c7a414ee3865f#rd,内蒙古：鼓励氢气消耗大户逐步用绿氢替代现有的煤制氢
99,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524901&idx=3&sn=582535509f4f849ab86b3fc2ea90472b&chksm=c2ea71e8f59df8fec56f45f15da49881efbad45814f4fbc725f4f5637bdbbab44176553d7a47#rd,110座加氢站待建！郑州加氢站这样布局！
100,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524360&idx=2&sn=edbff675e99a4731bebebe408ebcab7b&chksm=c2ea73c5f59dfad3ec74a47c2cec49a3a750cc51222077b3644d3958d908f8dad163c1f2b793#rd,交通运输部：支持氢燃料动力船舶示范应用！
101,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524330&idx=1&sn=9b60a477c712576963c2b7b3ad93d27e&chksm=c2ea8c27f59d0531cdd3e1554db9e29903a3869389e138f816c35db4972e5a1652e25a7c41d0#rd,最高奖3000万！上海燃料电池汽车专项资金实施细则发布！
102,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524330&idx=2&sn=2d4a87bbc5874bb9b240616b21ed25fc&chksm=c2ea8c27f59d0531b5400eda0cad52f0ab9b0cc31491620da73d3c7926c7ccf06f461b44d569#rd,9大措施布局氢能全产业链！山西今年在氢能领域干几件大事？
103,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524317&idx=1&sn=64544005b32fe682c7967ec853c2c931&chksm=c2ea8c10f59d05060e21931c9dcb5bd6918426a95f3c4d66e8730559c370cf8ad330f362ad99#rd,绿氢10万吨/年！氢能飞机提上日程！这个自治区出手布局氢能产业！
104,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524241&idx=2&sn=88aa82d304320d536d75ec5a13d1cb9a&chksm=c2ea8c5cf59d054a04b6d219e3e7b50f301dbf83b08483916fc6e3c0cd68034fae39b21c8103#rd,燃料电池汽车将获财政部专项补贴！
105,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247524143&idx=2&sn=cf7cc050bf093ebd6a187d77c8c33f74&chksm=c2ea8ce2f59d05f4bedefe6d12b8714eeda07f738a08dbb51d814365c7c0599f2d89ff0cf8f4#rd,最高领300万！北京海淀区氢能企业速看！领钱了！
106,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247523570&idx=1&sn=a06e0987e683dcd83585da75c784c18f&chksm=c2ea8f3ff59d062911ccfaa131228e30577faf711c9dc0d2b23fc2088bf0528102c6a391a326#rd,最高奖54.6万元/辆！北京燃料电池汽车连补4年！
107,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247523570&idx=2&sn=6bc90c83c97c4fd1e4dbddb6b9eae6ac&chksm=c2ea8f3ff59d0629e6ad7e99510771ed760f973928c66d44d9174e1886ac64ea2da94c3ca10e#rd,最高奖5000万！广东云浮发布氢能重磅政策！
108,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247522858&idx=3&sn=fe61f228c58fd647fc6d73a59016a8a0&chksm=c2ea89e7f59d00f104fd9f74483ef7103a9a8388890077018a029914dc9802d3050664e2fc04#rd,合计1600万资金支持氢能技术！内蒙古发布重要通知！
109,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247522563&idx=1&sn=f7ac4dd42836ffa7f873aa38f41d3717&chksm=c2ea8acef59d03d8b2f770eafb524436c77198e55572a22c646b3dee21b0818684b6bb0bb43c#rd,最高补500万！这里的氢能企业抓紧申报！
110,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247522563&idx=2&sn=5bf08157923e97c47d52785572f0016f&chksm=c2ea8acef59d03d80f1402f8c37e8728f1ec99768895b64f3a2859794c4235ace89e7bb5a3b5#rd,百亿产值！年供氢12万吨！山东发布氢能规划！
111,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247522162&idx=1&sn=ac18874ab7be58c9066b5bc3439f0488&chksm=c2ea84bff59d0da9f11b166775d149c8826ec326b4f7fea16c92b97fdc4a086c1c3f95cdf5d2#rd,8项政策！25个项目！氢能行业周报（3月20日-3月26日）
112,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247522162&idx=3&sn=1d4f982ef8030ac66e0c30338f152728&chksm=c2ea84bff59d0da9c52b5cb4377f83d9f910b015ef94c8ef77ca62ed25b0e41d9a045af883fa#rd,氢能安全得到国家能源局关注！这部文件速看！
113,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247521898&idx=2&sn=6b207522c6b61bf2aa6e661b4a19b891&chksm=c2ea85a7f59d0cb1eb16ab5ff837afd3dd0a2e49790ac9ea6a029f14ee32829984d112fded12#rd,国家能源局：将氢能等新能源作为油气勘探开发替代用能
114,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247521709&idx=3&sn=339cfd5a4367c62bee381485855ce3c3&chksm=c2ea8660f59d0f764f950f8b09f00c6321c28da9b09d9e24bb19d042364bfc9f052fcf924354#rd,突破氨氢转化技术！广东发布新型储能产业发展指导意见
115,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247521525&idx=2&sn=bdf467d8c273b8505931659cf9e59512&chksm=c2ea8738f59d0e2e310b001dbd60e21d2d5eec437b74bf27e90fd0c93f0320f0af18aaba4db7#rd,最高补1000万!重庆九龙坡区出台18条氢能奖补政策！
116,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247521401&idx=2&sn=3e0a9328d4cedcb8d116bf5eb0867e41&chksm=c2ea87b4f59d0ea207e94e86e427b93e0671f9ed16c1ddfea3f78dce4d0438f25136b1bc5b43#rd,四项涉及氢能！发改委发文征求意见！
117,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247520954&idx=3&sn=74f24555e6208877b5f359d2793de0b2&chksm=c2ea8177f59d0861d38d3adf1bced6b405f618a62ca2595be04eaee1c425b0126476c25bb0b6#rd,河南濮阳绘制2023年氢能发展“作战图”
118,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247520720&idx=1&sn=d62146f66b6d14081b5d5b9b6eb10b9a&chksm=c2ea821df59d0b0bee438d20e5d411a4bdec7f869e94244904be6d4db4ab8473cd64d8443211#rd,23个项目！11项政策！氢能产业周报（3.6-3.12）！
119,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247520625&idx=2&sn=9c887c17d7dd88f063a87506d0237d53&chksm=c2ea82bcf59d0baaaf0b7e393a52ad8678be735a350fa9229f2f7c4f4b61c8e6a364f78c9d3a#rd,加氢站安全管理规范再出征求意见稿！能想到的安全措施全了！
120,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247520386&idx=2&sn=55ffdb60bb69a0ddb67469fd094a3186&chksm=c2ea834ff59d0a595bbf7374023fe9300d602cb68f132781a330dbd8887d2a63d68d32acb094#rd,浙江：加强船舶氢氨燃料研发和应用！
121,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247520324&idx=1&sn=53b1cacf085a250b04681a3fea9e1ba2&chksm=c2ea8389f59d0a9f3617c9144075b1ef425e7b42950cb799ef3eb7071d1a551eea80c05e8684#rd,31项政策！122个项目！2月全国氢能产业总览！
122,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247520076&idx=1&sn=7f00742d26653e595d27b2fdeee344b3&chksm=c2ea9c81f59d15971df715524be8c3f41e42a0dbdd064818b83ff7cb5962c91b0677f0e24e74#rd,10座加氢站！30万吨/年绿氢！宁夏再发氢能新政！
123,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247519971&idx=1&sn=c0f408ff9d71b522c621fd8cf87553a9&chksm=c2ea9d2ef59d1438c04617c23b00c3d0d087d4c480ecd1a6fd564a7c4093264283bcaead0357#rd,最高1000万！氢能车和燃料电池销售可申领！四川专项资金项目征集！
124,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247519927&idx=2&sn=2e55aa75c1b3cf19a7655fe8b0784015&chksm=c2ea9d7af59d146c223d26fcca29adf58d24d9551716529dcb227ac995776d9762ec49ff9977#rd,河南开始培育氢能产储运用全产业链
125,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247519665&idx=2&sn=a45561f5973729469d068f383e7bd887&chksm=c2ea9e7cf59d176af664e369e5f8e5af212fd9be692ddfb6a95a034db129d5a57c9ff22d3581#rd,氢能被列为重点培育的未来产业！浙江出台新政！
126,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247519604&idx=1&sn=611223c0668b4c559f8b99d3a144fcd2&chksm=c2ea9eb9f59d17af0802de3de402ad46a96a9bab418d7be9d0fa99695d1d94a5af9ea4dcfa8e#rd,氢能国标印发！4月1日起实施！
127,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247518611&idx=2&sn=92cf386fd1037e13c1f460aa02026b9d&chksm=c2ea9a5ef59d13487fc35b8dcc7dcf446410cbe124f5e3253eb856ff38bc4f008bb63a3c420c#rd,欧洲碳关税通过！绿氢迎来重大利好！
128,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247518519&idx=4&sn=52773adced19775e85ff3c36f5abb550&chksm=c2ea9afaf59d13ec431b58d6eb254669707e76a6ae44642391e5b1fde6a5312a8f5cc66d7e49#rd,100座加氢站！郑州市发布加氢站布局专项规划
129,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247518203&idx=1&sn=5d1d751e7b47450ab055c7ba9f170e79&chksm=c2ea9436f59d1d2096bd94fce0d8f9817697350d23c421f86986e57795ac66c1bdbbcb68c247#rd,近200页“巨型氢能规划”竟然出自贵州某县级市！一文精读规划要点！
130,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247518203&idx=2&sn=e3f76bcdf314a5bc07cab1012663a865&chksm=c2ea9436f59d1d20cc856adbaf18300b64f5a5766fdf760b03e2c2cbfc81d52b67d1a7e8a689#rd,氢能产值达百亿！河南洛阳定下氢能产业发展“小目标”!
131,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247518029&idx=1&sn=ace68715fbaa5fc5652f815f02829259&chksm=c2ea9480f59d1d96f7ff90335f11a90c8b260dc0ed9189d5b6aa3ed680e5dd49f5b6a16ca08f#rd,氢能助力碳达峰！广东将全面打造大湾区氢能产业高地！
132,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247517915&idx=2&sn=755fbea4b5bd232b69014cb6fdb66878&chksm=c2ea9516f59d1c00c078495617f3fda709f77061903dca485cad37f2022fd9d3d5c18ffbaa8c#rd,建立车用储氢瓶（罐）追溯系统！河南安阳出台加氢站管理暂行办法！
133,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247517294&idx=1&sn=f23307909b49699ac3b99d58a7701da9&chksm=c2ea97a3f59d1eb5e2bce6329215fba3529d31d2297ee314b602dbaac47de9710134513ab43b#rd,最高奖1亿！43项！2023年1月全国氢能政策精编发布！
134,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247517294&idx=3&sn=3d5e7b5bc154cbf9df20d1637328297a&chksm=c2ea97a3f59d1eb555818cbbb30edc278c9b451fd5bdca3fb350730461110c7b9bce02e7c069#rd,湖南长沙要靠氢能实现150亿营收目标！
135,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247517130&idx=1&sn=e97434fa0d49e3ac6d3c0aeecdb1ccac&chksm=c2ea9007f59d19117371fddd39900eaa15c08b4b1dc95f93023eab7982f874c11a555f3f9471#rd,江西：2035年绿氢实现市场化！全省氢能中长期布局曝光！
136,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247517130&idx=2&sn=b2f5dae0a102ca9303c5bdcb652c16ab&chksm=c2ea9007f59d191178aff637ad3840dc1224ba04f31433fafdf3b26c98bdadf6c31b4ae5deb3#rd,最高奖1000万！常州又一地为发展氢能提供补贴！
137,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516989&idx=4&sn=f13ec8d832be381c594138f29a3ed117&chksm=c2ea90f0f59d19e60436cd9837b8a66e3f88870fe5b756a80143740feb79d6dd8ea0cb09a25e#rd,多项涉及氢能！江苏工业领域及重点行业碳达峰实施方案发布！
138,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516806&idx=1&sn=c2fab89296438307856814742296f191&chksm=c2ea914bf59d185d963b71c06ad84b2d26092b76c36816e45c2f6fc99974dceab5ea402ee22f#rd,1500亿产值！氢储能规模达4到5吉瓦！新乡发布氢能中长期规划
139,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516806&idx=2&sn=ca89c3cc98d5395e5ab5f063197f6ff8&chksm=c2ea914bf59d185d27f1ba00d5cf1b83a55eb780eda8631bde5f85a980f6775e514d524fa569#rd,重奖1亿元！常州全力打造新能源之都
140,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516634&idx=1&sn=87cc63edb53e5fff1bf3cbfe83b3877c&chksm=c2ea9217f59d1b01182e0e322212acf263ae8b8331ab29234084d0ad83a24eeb6473b6e2e96c#rd,审批后2年内必须开工！内蒙发布《加氢站管理暂行办法》
141,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516457&idx=2&sn=8df6db6cadab171de869c0090e9e5b22&chksm=c2ea92e4f59d1bf2bd2a81b53e57b07f634ac4a4db2e433a7c695a7535c5cfb98e082fc67f77#rd,加快氢储能技术研发！工信部为能源电子产业提出指导意见
142,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516457&idx=3&sn=969a90aaddf3529448bb583f181d50ba&chksm=c2ea92e4f59d1bf2d44ce7bc6963b453e8fb968abce72d28ab6c1bbb9300a7f85191d62b7fdb#rd,贵州将打造“一轴、一带、三线”氢能发展格局！
143,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516270&idx=1&sn=454377c07258e281969295f025a4a4f1&chksm=c2ea93a3f59d1ab56f931ead8c94f4e04a136054fdb1b41d69e0853ac757dfeeeb34084ef441#rd,氢能半月谈：两家企业获千万元补贴！45个项目有新进展！
144,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247516121&idx=2&sn=d2678e0881d36694678d154b0d6b4339&chksm=c2eaac14f59d2502374fe6956f4cf461190285ce0aeecadcb30119b3e3743ec415e5c328f7ee#rd,7家公司入选！上海燃料电池示范项目有谁参与？
145,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515967&idx=1&sn=0b8ba91c10c53d36460febc718a036c1&chksm=c2eaacf2f59d25e409c437c2ff892c876707c8da3d180c86763b426a4d1c7832d874bf377548#rd,目标5000亿！奖励上百万！青海连发三份文件支持氢能！
146,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515967&idx=2&sn=a79bb44572def9cda7058478916903ec&chksm=c2eaacf2f59d25e49577356dc5e0ae0760b018c3e803fc0b5b9457f9b8eddfb8717270623adf#rd,氢能在成都、南京获得新空间！
147,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515879&idx=1&sn=1086708b7a2958e04516c8c4b419c506&chksm=c2eaad2af59d243ca294ce76a7a9994dc4b2988883fc186c0522daa7a684903d84e6db9aa56a#rd,将成都建成“绿氢之都”！四川发布能源领域碳达峰方案
148,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515675&idx=2&sn=58158c8041cc10ee2e0878cda6a11bbc&chksm=c2eaadd6f59d24c035c89bdc395bed9a1a13a408786bc8a973d7c20fc3f6bfc78dd2c3c9af2d#rd,重大利好！北京发布新政支持氢能技术创新！
149,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515560&idx=1&sn=0f50d139921c7f8f10de9988c20773e4&chksm=c2eaae65f59d27736fa918b006d1f864c6ce2780462246cb5315db8984c8255b05f605416794#rd,河南五地政府工作报告透露氢能未来布局！
150,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515456&idx=1&sn=f75bf99c8bec7625abeebf32927dd37f&chksm=c2eaae8df59d279b493a0d887e8955d6f4381dc8fcdb0662fe7b25515974f643fdae7ff8493e#rd,国家能源局为2030年后氢能发展画出蓝图！
151,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515392&idx=2&sn=fddcc5d49e4aa3c65a22dcc6a96df022&chksm=c2eaaecdf59d27dbea8a8999f9df5e09f7815593823d11193b4d69a6407fbea449df100e7236#rd,补贴10-18元/kg！佛山南海区发文支持氢能终端应用！
152,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515266&idx=1&sn=df54f348b0e9c16dd0ccba3a750730d0&chksm=c2eaaf4ff59d265903dfcccd8c5f39d20b90a39644986f1f5ecaf6272709d9aa0d2d6d9af909#rd,496亿元！15个氢能项目获得内蒙古能源局支持
153,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515266&idx=2&sn=4aaa3daca6a52b8a3f2432523446cd4f&chksm=c2eaaf4ff59d2659fb82f413b0fa5fc49167469bed7124c80cbb2a8be7a8d5088e2ffef955b9#rd,5000万元！青岛对氢燃料电池整车生产企业开出高额奖金
154,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515164&idx=1&sn=35004800477c7508caa1bdda9ec583e4&chksm=c2eaafd1f59d26c7912e2aea501bd2d0a8c96bcc336f62a8f9fd88ba1cb9820410b20d878d2b#rd,甘肃2025年氢能产值将达百亿！风光发电+氢储能为主！
155,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247515097&idx=1&sn=f13872d372afc0671522a292928c2c49&chksm=c2eaa814f59d21024eff40a02e33dc9bc2bb8829a62e6828deac71253fa20a00c094b5895c21#rd,44项！20省！2022年12月全国氢能政策汇总！【可取资料包】
156,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514963&idx=2&sn=d54228460be160aed14530ee20bba430&chksm=c2eaa89ef59d2188cbc99dbf55d5d15d6c1eef1a539c454b32c4baa007ff14a4d3005a287ad1#rd,一文读懂英国氢能现状！
157,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514909&idx=1&sn=7fc26feea12bac7ca8dfe58fa9b84890&chksm=c2eaa8d0f59d21c624240f8087de39deab26394412924861867cd0d902f0ec3d1cce7e7fcb6d#rd,氢能五大工程将建！山东发布碳达峰实施方案！
158,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514909&idx=3&sn=61086c2137d0304dee751966d2ef6e6a&chksm=c2eaa8d0f59d21c661f9a74c78b496ed25d20244451f262b98a12d2db1448ece260b662103a7#rd,氢能全产业链创新！上海“十四五”100个“双碳”试点将建！
159,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514741&idx=2&sn=94b5f7efb6d5a91ec1bfbdd461b11b6b&chksm=c2eaa9b8f59d20aeff6d59c91bcd62d4f53aa4b71d4c70fbfe5aad3c2eda5d87a15ef5637f86#rd,起步晚，速度快！陕西氢能起风了
160,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514576&idx=2&sn=2d7a1bae6a0f4a8079895965080dc9cb&chksm=c2eaaa1df59d230bf47d028ecf492b0046ad019a66aad7254b9098c59e700a0c2b4fbbcffe97#rd,探索“风光+氢储能”！山东这样落实“双碳”工作！
161,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514331&idx=2&sn=8aa1d025309fc9e39a7fbf958d23e347&chksm=c2eaab16f59d220001a716fe239def0adb980f2ee1778acda8f977459bbc297069e2b19d3504#rd,140辆！成都市燃料电池汽车示范应用项目进入申报阶段
162,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514268&idx=1&sn=e2ef587c7698a269e9b6531d25a47dd5&chksm=c2eaab51f59d22474684d54e23a4e7546e3e134865b20ecfe7211c59d8394c96097f006bb7d7#rd,投资235亿元！年产氢超12万吨！内蒙古批复两个中石化氢能项目
163,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514208&idx=2&sn=6182f2ebc66df25ad9e52aff1b8356f2&chksm=c2eaabadf59d22bbf11c33b0202bd797fba2fe20755487f2d83fa46c0abb474c3941460b928d#rd,产值破500亿元！推广4000辆燃料电池车！福建将这样发展氢能！
164,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514087&idx=2&sn=8865b2c1252783a4bb8270be859dc4bb&chksm=c2eaa42af59d2d3cc767127f544ef04b9a88ebeb01ef6630af3c91c854a28381bc7f184e97fc#rd,上海：到2025年推广1500辆氢能车！
165,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247514087&idx=3&sn=f205bda4267dd669a8cb6e21f23d6516&chksm=c2eaa42af59d2d3c376a711b54f49c2d025a60400eab81b440123dbf471202299693c39c1a92#rd,河北雄安：加快充电桩、换电站及加氢站等配套设施规划建设！
166,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247513798&idx=3&sn=7c24487dbdb3c5be30777fdc7d4e0926&chksm=c2eaa50bf59d2c1d8b4f133ca8bf0db89ddba06073f0a13c864053dc1fb968acf18a1739fdf3#rd,最高奖500万！福州为氢能发展提供补贴资金！
